description|ean
ETILEFRINA 10MG/ML 1ML IV/IM/SC C/6 AMP (ETILEFRIL) UNIAO QUIMICA|7896010000000
SILDENAFILA 50 MG COMP (G)/|7896710000000
ENALAPRIL 10MG CX 500CPR   SANVAPRESS|7896140000000
MALEATO ENALAPRIL 5MG 30CP GEN-NEO QUIMICA|7896710000000
ETILEFRINA 10MG, CLORIDRATO|7896010000000
ETILEFRINA CLOR. 10MG/ML 6AMP 1ML (ETILEFRIL) - UNIAO QUIMICA|7896010000000
ETILEFRIL 10MG/ML INJ X 6 AMP|7896010000000
ENALAPRIL 10MG 30CPR *GENERICO*|7896110000000
ETILEFRINA CLOR. 10MG/ML|7896010000000
CITRATO DE SILDENAFILA 50MG C/4 CPR|7896710000000
ETILEFRINA 10MG, CLORIDRATO (UNIAO QUIMICA)|7896010000000
ENAPLEX 10MG C/30COMP|7898220000000
ETILEFRIL|7896010000000
ETILEFRINA 10MG/ML ETILEFRIL CX 6AMP 1ML|7896010000000
ENAPLEX 10MG C/500COMP|7898220000000
ETILEFRINA 10MG/ML CX 6AMP 1ML   ETILEFRIL|7896010000000
ETILEFRINA 10MG/ML 1ML CX 6AMP   ETILEFRIL|7896010000000
ENALAPRIL 5MG 30CPR *GENERICO*|7896110000000
ENALAPRIL 10 MG C/30 CPR|7896110000000
ETILEFRINA 10MG/ML 1ML (ETILEFRINA 10MG/ML 1ML)|7896010000000
ENALAPRIL MALEATO, 10MG|7899100000000
ENALAPRIL 10MG PRYLTEC GEOLAB|7899100000000
RENALAPRIL 5MG CX 30 COMP|7896710000000
ETILEFRIL 10MG INJ CX 6 AMP X 1ML EV/IM|7896010000000
RENOPRIL 20MG CP|7897920000000
ENALAPRIL (MALEATO) 20MG CP|7897920000000
FLOXIMED 400MG CP|7896860000000
NORFLOXACINO 400MG COMPRIMIDO.MEDLEY|7896860000000
MALEATO DE ENALAPRIL 20MG COMPRIMIDO TEUTO|7896860000000
ETILEFRINA 10MG/ML 1ML ETILEFRIL UNIAO QUIMICA|7896010000000
ENALAPRIL 10MG GEOLAB|7899100000000
ENALAPRIL 20MG SANVAL|7896140000000
CLORIDRATO DE ETILEFRINA 10 MG/ML SOL INJ X 1 ML|7896010000000
ENALAPRIL 5MG|7897920000000
PRYLTEC 10MG CP|7899100000000
ETILEFRINA, CLOREDRATO 10MG/ML AMPOLA DE 1ML - COM LAUDO DE QUALIDADE, CARIMBO DE PROIBIDO A VENDA AO COMERCIO E VALIDAD|7896010000000
ENALAPRIL, MALEATO DE 5MG - COM LAUDO DE QUALIDADE E VALIDADE COM 80 % A CUMPRIR.|7897920000000
NORFLOXACINO 400MG|7896470000000
ETILEFRINA 10MG/ML|7896010000000
HIDROXIZINA (CLORIDRATO) 2MG 100ML MEDQUIMICA|7896860000000
ETILEFRINA  10MG/ML 1ML IV/IM/SC (ETILEFRIL)   UNIAO QUIMICA|7896010000000
ENALAPRIL MALEATO 5MG BELFAR|7897920000000
ETILEFRINA 10MG/ML 1ML|7896010000000
MALEATO DE ENALAPRIL 5 MG|7897920000000
MALEATO DE ENALAPRIL 20MG CX 30 COMP|7896000000000
MALEATO DE ENALAPRIL 10MG C/30|7896000000000
ENALAPRIL 10MG SANVAL|7896140000000
ENALAPRIL G. TEU 10 MG 30 CP|7896110000000
DROPROPIZINA G. NEO AD XPE 3 MG 120 ML|7896710000000
DROPROPIZINA G. NEO XPE INF 1,5 ML 120 ML|7896710000000
NORFLOXACINO 400MG CX 14 COMP REV GEN|7898010000000
NORFLOXACINO 400MG CX 14 COMP GEN|7896470000000
CLORIDRATO DE HIDROXIZINA 10MG/5ML XPE ADU/PED 100|7896860000000
CITRATO DE SILDENAFILA 50MG C/4 COMP|7896710000000
G ENALAPRIL 10MG 30CPR|7896000000000
ETILEFRINA 10 MG/ML ETILEFRIL UNIAO QUIMICA (S.P)|7896010000000
ENALAPRIL 5 MGLT : N035917 VL: 31-10-2019|7897340000000
ENALAPRIL MALEATO DE 10 MG|7899100000000
PRYLTEC 20MG CP|7899100000000
PRESSOTEC 10 MG 30 CP ENALAPRIL|7896110000000
ENALAPRIL (MALEATO DE) 10 MG|7898220000000
ETILEFRIL-10MG INJ CX 6 AMP X 1ML EV/IM|7896010000000
ENALAPRIL 10 MG ENAPLEX PHARLAB|7898220000000
DROPROPIZINA 3MG/ML XPE120ML BIO-GENERICO|7896180000000
MALEATO ENALAPRIL 10MG -|7896140000000
PRYLTEC 10MG CX 30 COMP|7899100000000
RAQUETE C/ 4CAV P/ TESTE MASTITE - 1191 UN 001|7892770000000
KINETOMAX 50ML UN 001|7891110000000
ENALAPRIL 10MG C/30 CPR|7896000000000
SILDENAFILA 50 MG 4 CPR GEN (-) NEO QUIMICA|7896710000000
ETILEFRIL 10MG/ML 1ML AP|7896010000000
MALEATO DE ENALAPRIL 10MG C/30 COMP,|7896110000000
HIXIZINE - XPE FR 120ML|7897130000000
HIXIZINE - 25MG CX 30 COMP|7897130000000
ETILEFRINA, CLORIDRATO 10MG/ML SOLUCAO INJETAVEL AMPOLA 1ML|7896010000000
ENALAPRIL MALEATO 10MG|7896860000000
ENALAPRIL G. TEU 20 MG 30 CP|7896110000000
HIDROXIZINA G. MED 2 MG/ML SOL FR 100 ML|7896860000000
SILDENAFILA G. NEO 50 MG 4 CP|7896710000000
MALEATO DE ENALAPRIL 20 MG COMPRIMIDO MEDQUIMICA|7896860000000
MALEATO DE ENALAPRIL 10 MG COMPRIMIDO ENAPLEX PHARLAB|7898220000000
ENALAPRIL 5 MGLT : R007726 VL: 31-10-2019|7897340000000
ETILEFRINA  10MG/ML 1ML  IV/IM/SC (ETILEFRIL) UNIAO QUIMICA|7896010000000
ENALAPRIL G. TEU 10 MG 30 CP G.|7896110000000
ENALAPRIL 10MG 20CP BLT(G) HIP|7898470000000
CIPROFLOXACINO 500MG COMP/PRATIDONADUZZI|7898150000000
SILDENAFILA G. NEO 50 MG 1 CP|7896710000000
CLORIDRATO DE ETILEFRINA 10MG ML CX C  6 AMP DE 1 ML|7896010000000
PRESSOMEDE 20MG CX 30 COMP|7896860000000
AGUA PARA INJECAO 10ML 200AMP PLAST|7898360000000
SILDENAFILA CITRATO 50MG 4COMP NEO QUIMI P.M.C. 64.98|7896710000000
HIXIZINE XPE 120ML P.M.C. 43.46|7897130000000
CLOR HIDROXIZINA SOL 120ML P.M.C. 25.79|7898220000000
ETILEFRINA 10MG 1ML INJ., CLORIDRATO CLORIDRATO DE ETILEFRINA 10MG/ML, SOLUCAO INJETAVEL AMPOLA 1ML|7896010000000
FLOXIMED 400MG|7896860000000
ENALAPRIL 20MG|7897920000000
CLORIDRATO ETILEFRINA 10MGML 1ML SOLINJ C6 -|7896010000000
RENITEC 5MG 30CPR|7897340000000
ETILEFRINA 10MG/ML 1ML EV/IM - UNIAO QUIMICA SIMILAR|7896010000000
INALAPRIL MALEATO 10MG COM CX ENV AL POLIET X 500 ENAPLEX PHARLAB|7898220000000
PROPOFOL 10MG/ML 10ML|7890000000000
COLAGENASE ASSOCIADA COM CLORANFENICOL BG 30G/CRISTALIA|7896680000000
CIPROFLOXACINO G. NEO 500 MG 14 CP (*)|7896710000000
MALEATO DE ENALAPRIL 20MG CX 30 COMP GEN|7898050000000
MALEATO DE ENALAPRIL 5MG CPR|7896420000000
SILDENAFILA 50 MG 1 CPR GEN (-) NEO QUIMICA|7896710000000
ENALAPRIL 20MG MALEATO SANVAL|7896140000000
ENALAPRIL 5MG - BELFAR|7897920000000
ETILEFRINA 10MG/ML 1ML - UNIAO QUIM|7896010000000
NORFLOXACINO 400MG CX 14 COMP REV|7898080000000
NORFLOXACINO 400MG C/ 14 CPR|7896110000000
NORFLOXACINO  400 MG C/14|7898060000000
MALEATO DE ENALAPRIL 10 MG COMPRIMIDO PHARLAB INDUSTRIA FARMACEUTICA S.A.|7898220000000
CLORIDRATO DE ETILEFRINA 10MG/ML 1ML  IV/IM/SC (ETILEFRIL)   UNIAO QUIMICA|7896010000000
PRYLTEC 10MG|7899100000000
ENALAPRIL MALEATO 10MG COM CX ENV AL POLIET X 500 ENAPLEX PHARLAB|7898220000000
ETILEFRINA 10MG/ML 1ML ( ETILEFRINA 10MG/ML 1ML )|7896010000000
ENALAPRIL G. TEU 5 MG 30 CP|7896110000000
CLORIDRATO DE HIDROXIZINA 10MG/5ML XPE ADU/PED 100ML C/C GEN|7896860000000
ENALAPRIL (MALEATO) 5MG CP|7896520000000
ENALAPRIL 5MG - CIMED|7896520000000
ETILEFRINA, CLOR (ETILEFRIL) 10MG ML 1ML IV IM SC UNIAO QUIMICA|7896010000000
MAL DE ENALAPRIL 5MG C/30 GERMED|7896000000000
LEVOFLOXACINO 5MG/ML  100 ML IV FABRICANTE: HALEXISTAR|7896730000000
COLAGENASE ASSOCIADA COM CLORANFENICOL BG 30G/CRIST LIA|7896680000000
SILDENAFILA CLORIDRATO 50MG|7896710000000
BAYTRIL FLAVOUR 150 MG CAIXA COM 10 COMPRIMIDOS|7891110000000
MALEATO DE ENALAPRIL 5MG|7896000000000
ENALAPRIL (MALEATO)  5MG|7896520000000
ETILEFRINA, CLORIDRATO SOLUCAO INJETAVEL IM/IV/SC 10MG/ML AMPOLA 1ML|7896010000000
RENALAPRIL 20MG 30CPR. (ENALAPRIL)|7896710000000
MAL DE ENALAPRIL 10MG C/30 TEUTO (FP)|7896110000000
ENALAPRIL, MALEATO, 10 MG VITAMEDIC|7898220000000
ENALAPRIL MALEATO ,  10MG - GEOLAB|7899100000000
ENALAPRIL 10 MG 30 CPR GEN (+) TEUTO|7896110000000
ETILEFRINA 10MG/ML SOLUCAO INJETAVEL AMPOLA 1ML - UNIAO QUIM|7896010000000
ETILEFRINA 10MG/ML  1ML  UNIAO QUIMICA|7896010000000
ETILEFRINA 10MG/ML  AMPOLA 1ML|7896010000000
HIDROXIGINA 25MG C 30 COMP|7898270000000
ENALAPRIL 10MG BIOSINTETI|7896860000000
CLORIDRATO ETILEFRINA 10MGML 1ML SOLINJ -|7896010000000
ETILEFRIL 10MG INJ CX 6 AMP X|7896010000000
MALEATO DE ENALAPRIL 5MG CX 30|7896000000000
ETILEFRINA 10MG/ML 1ML ETILEFRIL 10MG/ML 1ML AP UNIAO QUIM|7896010000000
OFLOXACINA 400MG|7895860000000
PRESSOMEDE 10MG|7896860000000
CITRATO DE SILDENAFILA 50MG C/1 COMP|7896710000000
CITRATO DE SILDENAFILA-50MG CX 2 COMP GEN|7896710000000
ENALAPRIL 10MG C/30 EMS|7896000000000
ENALAPRIL MALEATO 10MG COMPRIMIDO|7896860000000
AGUA PARA INJECAO 10ML 200AMP PLAST ISOFARMA|7898360000000
ETILEFRINA 10MG ML 1 ML INJ - ETILEFRIL CX C  6 AP CX C  6 AP ETILEFRIL U QUIMICA|7896010000000
ENALAPRIL, MAL 5MG COMP GENERICO CIMED|7898080000000
ETILEFRINA 10MG/1ML (AMPOLA)|7896010000000
CLORIDRATO DE HIDROXIZINA 100ML/MEDQUIMICA|7896860000000
ENALAPRIL MALEATO 10MG SANVAL|7896140000000
ETILEFRINA 10MG/ML AMP CX C/ 6 AP ETILEFRIL U QUIMICA|7896010000000
ETILEFRINA 10MG ML AMP CX C  6 AP ETILEFRIL U QUIMICA|7896010000000
ENALAPRIL, MALEATO 5MG - COMPRIMIDO|7898080000000
NORFLOXACINO 400 MG|7896860000000
ENALAPRIL (MALEATO DE) 5MG|7897920000000
ETILEFRINA NJ 10MG/ML C/06 AMP DE 1ML - UNIAO QUIMICA  - ETI LEFRIL|7896010000000
ETILEFRINA NJ 10MG/ML C/06 AMP DE 1ML - UNIAO QUIMICA  - ETILEFRIL|7896010000000
ENALAPRIL 5MG - 2617170 - VAL.:31/10/2019|7896110000000
NORFLOXACINO 400MG CPR. EAN 7898014565393|7898010000000
SANVAL - ENALAPRIL MAL. 10MG 500 CP-SANVAPRES|7896140000000
SANVAL - ENALAPRIL MAL. 10MG 500 CP|7896140000000
ENALAPRIL 5MG - 2617202 - VAL.:31/07/2020|7896110000000
ENALAPRIL 5MG - 2617171 - VAL.:30/11/2019|7896110000000
ENALAPRIL 5MG - 2617191 - VAL.:30/06/2020|7896110000000
ENALAPRIL 5MG - 2617192 - VAL.:30/06/2020|7896110000000
ENALAPRIL 20MG COMPRIMIDO  SANVAL|7896140000000
ENALAPRIL 5MG - 2617203 - VAL.:31/08/2020|7896110000000
ENALAPRIL 5MG - 2617205 - VAL.:31/08/2020|7896110000000
ENALAPRIL 10MG COMPRIMIDO  SANVAL|7896140000000
ETILEFRINAETILEFRIL10MG/ML 6AP 1ML HS UNIAO|7896010000000
ETILEFRINA (ETILEFRIL) 10MG/1ML|7896010000000
ENALAPRIL 10MG C/500 CPR (RENAPRIL)|7898050000000
MALEATO DE ENALAPRIL 10MG COM 30CP &LT-G&GT-           *|7898050000000
SANVAPRESS 10MG CT C/ 500 CP/SANVAL|7896140000000
NORFLOXACINO 400MG COMPRIMIDO|7896860000000
CITRATO DE SILDENAFILA 50MG CX 4 COMP|7896710000000
ENALAPRIL (MALEATO) 5MG CP (ITEM: )|7897920000000
ENALAPRIL (MALEATO) 5MG CP BELFAR (ITEM:|7897920000000
ENALAPRIL 10MG VITAMED|7899100000000
CLORIDRATO OXIBUTININA 5MG C60 -|7896640000000
MAL ENALAPRIL CPR 10MG C/30 NEOQUIMICA|7896710000000
LIDOCAINA 2% S/V FR.20ML (G) (-)|7898120000000
LIDOCAINA 2  S/VASO 20ML GEN HYPOFARMA|7898120000000
LIDOCAINA 2% S/V 5ML, CLORIDRATO (HYPOFARMA)|7898120000000
LIDOCAINA 20MG/ML S/V CX 25FA 20ML|7898120000000
LIDOCAINA 2% S/V 25FAM 20ML GEN-HYPOFARMA|7898120000000
LIDOCAINA 2% C/V 20ML, CLORIDRATO|7898120000000
LIDOCAINA 2% S/V 20ML, CLORIDRATO (HYPOFARMA)  (ITEM GENERICO)|7898120000000
LIDOCAINA 2  S/VASO 5ML INJ HYPOFARMA|7898120000000
LIDOCAINA(HYPOCAINA)2% S/V 100AMP 5ML-HYPOFARMA|7898120000000
HYPOCAINA (CLORIDRATO DE LIDOCAINA) 2% SEM VASO CX C/ 100 AMP 5ML|7898120000000
LIDOCAINA 20MG/ML S/V CX 100AMP 5ML   HYPOCAINA|7898120000000
LIDOCAINA HCL 2% S/V 20ML C/25 F/A - GEN|7898120000000
LIDOCAINA 2% S/V GEN CX 25F/A 20ML|7898120000000
LIDOCAINA 2% S/V HYPOCAINA CX 100AMP 5ML|7898120000000
LIDOCAINA 1% S/V 20ML C/25 FR (HYPOCAINA)|7898120000000
LIDOCAINA 10% SPRAY FR 50ML GEN-HIPOLABOR|7898120000000
LIDOCAINA 20MG/ML 5ML S/VASO CX 100AMP   HYPOCAINA|7898120000000
CLORIDRATO DE LIDOCAINA 20MG/ML SOL INJ S/V AMP 5ML IV/INFILTR/AD/PED HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA 2% - SOLUCAO INJETAVEL - AMPOLA COM 5ML - COM LAUDO QUALIDADE E 80% DA VALIDADE A CUMPRIR.|7898120000000
CLORIDRATO DE LIDOCAINA 2% AMP 5ML S/VASO|7898120000000
LIDOCAINA 2% 5ML SEM VASO|7898120000000
LIDOCAINA CLORIDRATO ISOBARICO 2% 5ML S/V HIPOLABOR|7898120000000
LIDOCAINA CLORIDRATO 2% 20ML S/V HYPOFARMA|7898120000000
LIDOCAINA CLORIDRATO 2% 20ML S/V HIPOLABOR|7898120000000
HYPOCAINA-2% INJ S/V CX 100 AMP X 5ML|7898120000000
LIDOCAINA 2% 20ML S/VASO GENERICO HYPOFARMA|7898120000000
LIDOCAINA 2% 20ML S/VASO GENERICO HIPOLABOR|7898120000000
LIDOCAINA 2% S/ VASO - 20ML GENERICO HYPOFARMA|7898120000000
LIDOCAINA 2%  SEM VASO - 20 ML GENERICO HYPOFARMA|7898120000000
CLORIDRATO LIDOCAINA 20MGML 2 20ML SVAS SOL INJ -|7898120000000
CLORIDRATO DE LIDOCAINA 2% INJ S/V CX 25 FR X 20ML|7898120000000
CLORIDRATO DE LIDOCAINA 2% SEM VASO CONSTRICTOR AMPOLA 5ML|7898120000000
LIDOCAINA 2%  SEM VASO - 5 ML HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA (CLORIDRATO) 2% 5ML S/V AP (ITEM: )|7898120000000
LIDOCAINA 2% S/V 5ML (HYPOCAINA)|1000050000000
LIDOCAINA 2% 5ML S/VASO HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA 5ML - SEM VASO - 2% 5ML HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA 2% 20ML GEL 30G HIPOLABOR|7898120000000
HYPOCAINA 2% 5ML S/V AP|7898120000000
CLORIDRATO DE LIDOCAINA 2% SOL. INJ. 5 ML AMPOLA|7898120000000
LIDOCAINA 2% 20ML C/ EPINEFRINA ( VASO) HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 20MG ML 2% SEM VASOCONSTRITOR 5 ML|7898120000000
CLORIDRATO DE LIDOCAINA 20MG ML 2% SEM VASO 20ML|7898120000000
LIDOCAINA 2% S/VASO 20ML|7898120000000
CLORIDRATO DE LIDOCAINA 20MG/ML SOL INJ S/V F/A 20ML IV/INFILTR/AD/PED GENERICO HIPOLABOR|7898120000000
LIDOCAINA 2% 5ML S/VASO GENERICO HIPOLABOR|7898120000000
LIDOCAINA 2% S/V 20MLX25(G)HYP|7898120000000
CLORIDRATO DE LIDOCAINA 2% INJ S/V CX 25 FR X 20ML GEN|7898120000000
HYPOCAINA 2% INJ CX 25 FR X 20ML C/VASO|7898120000000
LIDOCAINA 2% 20ML C/VASO|7898120000000
LIDOCAINA (CLORIDRATO) 2% 5ML S/V|7898120000000
LIDOCAINA 2% S V 20ML CX C 25 AMP (G)|7898120000000
LIDOCAINA CLORIDRATO 2% 20ML  C/V HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 2% 20MG/ML S/V 5ML (HYPOCAINA)|1000050000000
CLORIDRATO DE LIDOCAINA 2% AMP 5ML S/VASO - HYPOFARMA|7898120000000
LIDOCAINA CLORIDRATO 2% 5ML - HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 2% INJ|7898120000000
LIDOCAINA 2% 20ML S/VASO HYPOFARMA|7898120000000
LIDOCAINA 2% 5ML S/VASO HIPOLABOR|7898120000000
CLORIDRATO DE LIDOCAINA 2% 20MG/ML 20ML C/V HYPOFARMA|7898120000000
LIDOCAINA 2% SOL. INJ. 20MG/ML  5 ML|7898120000000
CLORIDRATO DE LIDOCAINA 2% INJ FR X 20ML HYPOFARMA|7898120000000
LIDOCAINA 5 ML - SEM VASO 2% 5ML HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA 2% 5ML S/VASO HYPOFARMA|7898120000000
LIDOCAINA 2% 5ML HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA, CLOR (HYPOCAINA) 20MG ML 5ML S VASO HYPOFARMA|7898120000000
LIDOCAINA, CLOR (HYPOCAINA) 2 5ML S VASO HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 2% + EPINEFRINA SOL.INJ 1 ML|7898120000000
CLORIDRATO DE LIDOCAINA 2% 20MG/ML S/V , CX C/ 50|7898120000000
KURAMED 20+130 MG MG SPR TOP 50 ML|7896520000000
LIDOCAINA CLORIDRATO, DOSAGEM 2% SEM VASOCONSTRITOR, APRESENTACAO INJETAVEL UNIAO QUIMICA|7898120000000
LIDOCAINA CLORIDRATO, DOSAGEM 2% SEM VASOCONSTRITOR, APRESNTACAO INJETAVEL UNIAO QUIMICA|7898120000000
CLORIDRATO DE LIDOCAINA 2% 20MG/ML 5ML S/V (HYPOCAINA) HYPOFARMA|7898120000000
HEMOFISS BISNAGA 30GR C/1APLICADOR SIM (-) CIMED|7896520000000
CLORIDRATO DE LIDOCAINA 2% SEM VASO CONSTRICTOR FRASCO 20ML HYPOFARMA|7898120000000
LIDOCAINA 2% 5,0ML SOL INJ HYPOFARMA|7898120000000
LIDOCAINA CLORIDRATO 2 20ML SVAS -|7898120000000
CLORIDRATO DE LIDOCAINA 2% 20MG/ML 5ML S/V HIPOLABOR|7898120000000
LIDOCAINA 5 ML SEM VASO - 2% 5ML HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA COM VASO 2% - 20 ML GENERICO HIPOLABOR|7898120000000
LIDOCAINA (CLORIDRATO) 2% 5ML S/V - HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 20MG ML COM VASO 25 FA INJ 20ML C  25 FR HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA, CLOR 20MG ML  5ML  (HYPOCAINA)  HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 2% SEM EPINEFRINA INJETAVEL AMPOLA 5 ML|7898120000000
LIDOCAINA 2% SOL. INJ. - 20ML.|7898120000000
CLORIDRATO DE LIDOCAINA 2% SEM VASO CONSTRICTOR AMPOLA 5ML HYPOCAINA HYPOFARMA|7898120000000
LIDOCAINA 2% FRASCO DE 20ML|7898120000000
CLORIDRATO DE LIDOCAINA 2% 5ML SEM VASO - HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 20MG ML SEM VASO 5ML 100 AP INJ CX C  100 AP HYPOCAINA HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA + EPINEFRINA 2% 20MG/ML + 0,005MG/ML 20ML C/V (HYPOCAINA) HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 2% 20MG/ML 20ML S/V HIPOLABOR|7898120000000
LIDOCAINA 2% S/ VASO CX C/100 AMP 5ML - HYPOFARMA - HYPOCAIN A|7898120000000
LIDOCAINA 2% S/V 5ML, CLORIDRATO|7898120000000
LIDOCAINA 2% C/V 20ML, CLORIDRATO (HYPOFARMA)|7898120000000
LIDOCAINA 2% S/ VASO CX C/100 AMP 5ML - HYPOFARMA - HYPOCAINA|7898120000000
LIDOCAINA 2% 20MG/ML C/EPINEFRINA C/V 20ML|7898120000000
HYPOCAINA 20MG/ML (2%)SOL INJ S/V 5ML CX C/ 100 APX HYPOFARMA AP|7898120000000
HYPOCAINA 20MG/ML (2%)SOL INJ S/V 5ML CX C/ 100 AP/HYPOFARMA|7898120000000
LIDOCAINA CLORIDRATO, DOSAGEM 2% SEM VASOCONSTRITOR, APRESENTACAO INJETAVEL HYPOCAINA HYPOFARMA|7898120000000
CLORIDRATO DE LIDOCAINA 20MG/ML 2% S/V 5ML HYPOFARMA|7898120000000
LIDOCAINA ISOBARICO 2% 5ML|7898120000000
ADENOSINA 3MG/ML INJ 2ML GENERICO HIPOLABOR|7898470000000
AAS 100 MG INF CPR ACETILDOR (SOBRAL-PI)|7897730000000
A.A.S. 100MG INF. CX/1000 CPRS|7897730000000
AAS 100 MG INFCPR ACETILDOR|7897730000000
AAS 100 MG INF CPR ACETILDOR (--)|7897730000000
AAS 100 MG INF C/1000 CPR ACETILDOR (SOBRAL-PI)|7897730000000
AAS 100 MG INF C/1000 CPR C/1 CPR (SOBRAL-PI)|7897730000000
AAS 100 MG INF C/1000 CPR ACETILDOR|7897730000000
ACIDO TRANEXAMICO GEN 50MG/ML INJ CX C/100 AMP 5ML|7898470000000
ACIDO ACETILSALICILICO 100MG (IMEC)|7898180000000
ASPIRINA PREV.100MG C/30CP(6396)|7891110000000
ADENOSINA GEN. 3MG/ML INJ CX C/50 AMP 2ML|7898470000000
ACIDO ACETILSALICILICO 100MG|7898180000000
ADENOSINA (GENERICO) 3MG/ML INJ CX C/50 AMP 2ML|7898470000000
ACIDO ACETILSALICILICO+MAG+ALUM. 100+30+15 MG CPR TAMPONADO - SOMALGIN CARDIO -|7894920000000
ACIDO ACETILSALICILICO|7896000000000
ACIDO ACETILSALICILICO 100MG 1000CPR   ACETILDOR|7897730000000
ADENOSINA 3MG/ML CX 50AMP 2ML|7898470000000
ACIDO ACETILSALICILICO 100 MG CPR - DORMEC - IMEC -|7898180000000
ADENOSINA 3MG/ML 2ML IV (G)|7898470000000
ACETILDOR 100MG C/1000COMP|7897730000000
ACIDO ACETILSALICILICO 100MG CX 1000CPR   ACETILDOR|7897730000000
ADENOSINA 3MG/ML 2ML CX 50AMP|7898470000000
ACIDO ACETILSALICILICO 100MG COMP/VITAMEDIC|7896000000000
AAS DORMEC INF 100MG C/200 COMP/IMEC|7898180000000
ACIDO ACETILSALICILICO 100MG C/30 COMP/EMS GEN|7896000000000
ASPIRINA PREVENT 100MG 30CP REV-REFERENCIA|7891110000000
ACIDO ACETILSALICILICO  ,100MG|7898180000000
SOMALGIN CARDIO 81 MG 32 CPRS|7894920000000
ASPIRINA 100 MG PREVENT CPR C/30|7891110000000
AAS INFANTIL 100MG CX 30 COMP|7897600000000
SOMALGIN CARDIO 100MG CX 32 COMP REV|7894920000000
AS-MED 100MG CX 10 BL X 20 COMP INF|7896860000000
ACIDO ACETILSALICILICO 100MG COMPRIMIDO DORMEC IMEC|7898180000000
ACIDO ACETIL SALICILICO 100MG  INFANTIL DORMEC IMEC|7898180000000
ACIDO ACETIL SALICILICO 100MG INFANTIL DORMEC IMEC|7898180000000
ACIDO ACETIL SALICILICO 100MG IMEC|7898180000000
ACIDO ACETILSALICILICO 100MG ASPIRINA PREVENT BAYER|7891110000000
ACIDO ACETILSALICILICO 100 MG - COM LAUDO DE QUALIDADE E VALIDADE COM 80 % A CUMPRIR.|7898180000000
ACIDO ACETILSALICILICO 100MG CP|7894920000000
ACIDO ACETILSALICILICO 100MG SOBRAL|7897730000000
ADENOSINA 3MG/ML 2ML IV HIPOLABOR|7898470000000
DORMEC 100MG CP|7898180000000
ACIDO ACETILSALICILICO 100 MG|7898180000000
SOMALGIN CARDIO 81MG 32CPR|7894920000000
ASPIRINA PREVENT 100MG CX 30 COMP|7891110000000
SOMALGIN CARDIO - 100MG CX 32 COMP|7894920000000
ASPIRINA PREVENT 300MG CX 30 COMP|7891110000000
AAS 100MG CX 30 COMP INF|7897600000000
AAS PROTECT 100MG CX 30 COMP|7897600000000
ASPIRINA PREVENT 300MG COMPR C30|7891110000000
COMBIRON FOLICO COMPR C45|7896660000000
SOMALGIN 81MG COMPR C32|7894920000000
FILTRUM VIT CR FPS 50 120G|7896090000000
ADENOSINA 6MG/2ML GENERICO HIPOLABOR|7898470000000
AAS 100MG DORMEC IMEC|7898180000000
ACIDO ACETILSALICILICO 100 MG DORMEC IMEC|7898180000000
ACIDO ACETILSALICILICO 100MG C/200 COMP/IMEC|7898180000000
SOMALGIN CARDIO 100MG C/32 COMP-SIMILAR|7894920000000
ACIDO ACETIL SALICILICO  100MG  IMEC|7898180000000
DORMEC 500MG CX 50 ENV X 10 COMP ADU|7898180000000
BALSAMO BENGUE GEL 60 GR|7896000000000
ACIDO ACETILSALICILICO 100MG C/LIB ENTERICA|7897600000000
ACIDO ACETILSALICILICO 100 MG - COMPRIMIDO - BLISTER COM QUANTIDADES MULTIPLAS DE 5 COMPRIMIDOS - CO|7898180000000
ERITROMAX-4000UI/ML CX 1 FR-AMP 1ML IV/SC|7896010000000
ADENOSINA 3MG/ML 2ML GENERICO HIPOLABOR|7898470000000
ACIDO ACETIL SALICILICO 100MG ACETILDOR SOBRAL|7897730000000
ACIDO ACETILSALICILICO 100MG CX BL AL PLAS INC X 500 (EMB H ASPIRINA PREVENT BAYER|7891110000000
ASPIRINA PREVENT 100MG CX 30 COMP REV|7891110000000
GELLAT POM DERM 20G|7898050000000
ECASIL 81MG CX 90 COMP|7896110000000
ACID.ACETILSALICILICO 100MG C/30|7891110000000
ASPIRINA PREVENT 100MG C/30 CPR|7891110000000
ACIDO ACETILSALICILICO 100 MG ACETILDOR SOBRAL|7897730000000
CLENIL HFA 250MG SPRAY 200 DOSES|7896670000000
